1,3,,,,,
2,3,,,,,
3,3,,,,,
4,3,,,,,
5,3,,,,,
6,3,,,,,
7,3,,,,,
8,3,,,,,
9,3,,,,,
10,3,,,,,
11,3,,,,,
12,3,,,,,
13,3,,,,,
14,3,,,,,
15,3,,,,,
16,3,,,,,
17,3,,,,,
18,3,,,,,
19,3,,,,,
20,3,,,,,
21,3,,,,,
22,3,,,,,
23,2,,,,,
23,3,,,,,
24,3,,,,,
25,3,,,,,
26,3,,,,,
27,3,,,,,
28,2,,,,,
28,3,,,,,
29,2,,,,,
29,3,,,,,
30,2,,,,,
31,2,,,,,
32,2,,,,,
33,2,,,,,
34,2,,,,,
35,2,,,,,
36,2,,,,,
37,2,,,,,
38,2,,,,,
39,2,,,,,
40,2,,,,,
41,2,,,,,
42,2,,,,,
43,2,,,,,
44,2,,,,,
45,2,,,,,
46,2,,,,,
47,2,,,,,
48,2,,,,,
49,2,,,,,
50,2,,,,,
51,2,,,,,
52,2,,,,,
53,2,,,,,
54,2,,,,,
55,2,,,,,
56,9,,,,,
57,9,,,,,
58,9,,,,,
59,9,,,,,
60,9,,,,,
61,9,,,,,
62,9,,,,,
63,9,,,,,
64,9,,,,,
65,9,,,,,
66,9,,,,,
67,9,,,,,
68,9,,,,,
69,9,,,,,
70,9,,,,,
71,9,,,,,
72,9,,,,,
73,9,,,,,
74,9,,,,,
75,9,,,,,
76,9,,,,,
77,9,,,,,
78,9,,,,,
79,9,,,,,
80,9,,,,,
81,9,,,,,
82,9,,,,,
83,9,,,,,
84,9,,,,,
85,9,,,,,
86,1,,,,,
87,1,,,,,
88,1,,,,,
89,1,,,,,
90,1,,,,,
91,1,,,,,
92,1,,,,,
93,1,,,,,
94,1,,,,,
95,2,,,,,
95,3,,,,,
96,1,,,,,
97,1,,,,,
98,1,,,,,
99,1,,,,,
100,1,,,,,
101,1,,,,,
102,1,,,,,
103,1,,,,,
104,1,,,,,
105,1,,,,,
106,1,,,,,
107,1,,,,,
108,1,,,,,
109,1,,,,,
110,1,,,,,
111,1,,,,,
112,1,,,,,
113,1,,,,,
114,1,,,,,
115,1,,,,,
116,1,,,,,
117,10,,,,,
118,10,,,,,
119,10,,,,,
120,10,,,,,
121,10,,,,,
122,10,,,,,
123,10,,,,,
124,10,,,,,
125,10,,,,,
126,10,,,,,
127,10,,,,,
128,10,,,,,
129,10,,,,,
130,10,,,,,
131,10,,,,,
132,10,,,,,
133,10,,,,,
134,10,,,,,
135,10,,,,,
136,10,,,,,
137,10,,,,,
138,10,,,,,
139,10,,,,,
140,10,,,,,
141,10,,,,,
142,10,,,,,
143,10,,,,,
144,10,,,,,
145,10,,,,,
146,10,,,,,
147,8,,,,,
148,8,,,,,
149,8,,,,,
150,8,,,,,
151,8,,,,,
152,8,,,,,
153,8,,,,,
154,8,,,,,
155,8,,,,,
156,8,,,,,
157,8,,,,,
158,8,,,,,
159,8,,,,,
160,8,,,,,
161,8,,,,,
162,8,,,,,
163,8,,,,,
164,8,,,,,
165,8,,,,,
166,8,,,,,
167,8,,,,,
168,8,,,,,
169,8,,,,,
170,8,,,,,
171,8,,,,,
172,8,,,,,
173,8,,,,,
174,8,,,,,
175,8,,,,,
176,8,,,,,
177,5,,,,,
178,5,,,,,
179,5,,,,,
180,5,,,,,
181,5,,,,,
182,5,,,,,
183,5,,,,,
184,5,,,,,
185,5,,,,,
186,5,,,,,
187,5,,,,,
188,5,,,,,
189,5,,,,,
190,5,,,,,
191,5,,,,,
192,5,,,,,
193,5,,,,,
194,5,,,,,
195,5,,,,,
196,5,,,,,
197,5,,,,,
198,5,,,,,
199,5,,,,,
200,5,,,,,
201,5,,,,,
202,5,,,,,
203,5,,,,,
204,5,,,,,
205,5,,,,,
206,5,,,,,
207,4,,,,,
208,4,,,,,
209,4,,,,,
210,4,,,,,
211,4,,,,,
212,4,,,,,
213,4,,,,,
214,4,,,,,
215,4,,,,,
216,4,,,,,
217,4,,,,,
218,4,,,,,
219,4,,,,,
220,4,,,,,
221,4,,,,,
222,4,,,,,
223,4,,,,,
224,4,,,,,
225,4,,,,,
226,4,,,,,
227,4,,,,,
228,4,,,,,
229,4,,,,,
230,4,,,,,
231,4,,,,,
232,4,,,,,
233,4,,,,,
234,4,,,,,
235,4,,,,,
236,4,,,,,
237,6,,,,,
237,7,,,,,
238,6,,,,,
239,6,,,,,
240,6,,,,,
241,6,,,,,
242,6,,,,,
243,6,,,,,
244,7,,,,,
244,6,,,,,
245,6,,,,,
246,6,,,,,
247,6,,,,,
248,6,,,,,
249,6,,,,,
250,6,,,,,
251,6,,,,,
252,6,,,,,
253,6,,,,,
254,6,,,,,
255,6,,,,,
256,6,,,,,
257,6,,,,,
258,6,,,,,
259,6,,,,,
260,6,,,,,
261,6,,,,,
262,6,,,,,
263,6,,,,,
264,6,,,,,
265,7,,,,,
265,6,,,,,
266,6,,,,,
267,7,,,,,
268,7,,,,,
269,7,,,,,
270,7,,,,,
271,7,,,,,
272,7,,,,,
273,7,,,,,
274,7,,,,,
275,7,,,,,
276,7,,,,,
277,7,,,,,
278,7,,,,,
279,7,,,,,
280,7,,,,,
281,7,,,,,
282,7,,,,,
283,7,,,,,
284,7,,,,,
285,7,,,,,
286,7,,,,,
287,7,,,,,
288,7,,,,,
289,7,,,,,
290,7,,,,,
291,7,,,,,
292,7,,,,,
293,7,,,,,
