1,3,1
2,3,2
3,3,3
4,3,4
5,3,5
6,3,6
7,3,7
8,3,8
9,3,9
10,3,10
11,3,11
12,3,12
13,3,13
14,3,14
15,3,15
16,3,16
17,3,17
18,3,18
19,3,19
20,3,20
21,3,21
22,3,22
23,2,23
23,3,24
24,3,25
25,3,26
26,3,27
27,3,28
28,2,29
28,3,30
29,2,31
29,3,32
30,2,33
31,2,34
32,2,35
33,2,36
34,2,37
35,2,38
36,2,39
37,2,40
38,2,41
39,2,42
40,2,43
41,2,44
42,2,45
43,2,46
44,2,47
45,2,48
46,2,49
47,2,50
48,2,51
49,2,52
50,2,53
51,2,54
52,2,55
53,2,56
54,2,57
55,2,58
56,9,59
57,9,60
58,9,61
59,9,62
60,9,63
61,9,64
62,9,65
63,9,66
64,9,67
65,9,68
66,9,69
67,9,70
68,9,71
69,9,72
70,9,73
71,9,74
72,9,75
73,9,76
74,9,77
75,9,78
76,9,79
77,9,80
78,9,81
79,9,82
80,9,83
81,9,84
82,9,85
83,9,86
84,9,87
85,9,88
86,1,89
87,1,90
88,1,91
89,1,92
90,1,93
91,1,94
92,1,95
93,1,96
94,1,97
95,2,98
95,3,99
96,1,100
97,1,101
98,1,102
99,1,103
100,1,104
101,1,105
102,1,106
103,1,107
104,1,108
105,1,109
106,1,110
107,1,111
108,1,112
109,1,113
110,1,114
111,1,115
112,1,116
113,1,117
114,1,118
115,1,119
116,1,120
117,10,121
118,10,122
119,10,123
120,10,124
121,10,125
122,10,126
123,10,127
124,10,128
125,10,129
126,10,130
127,10,131
128,10,132
129,10,133
130,10,134
131,10,135
132,10,136
133,10,137
134,10,138
135,10,139
136,10,140
137,10,141
138,10,142
139,10,143
140,10,144
141,10,145
142,10,146
143,10,147
144,10,148
145,10,149
146,10,150
147,8,151
148,8,152
149,8,153
150,8,154
151,8,155
152,8,156
153,8,157
154,8,158
155,8,159
156,8,160
157,8,161
158,8,162
159,8,163
160,8,164
161,8,165
162,8,166
163,8,167
164,8,168
165,8,169
166,8,170
167,8,171
168,8,172
169,8,173
170,8,174
171,8,175
172,8,176
173,8,177
174,8,178
175,8,179
176,8,180
177,5,181
178,5,182
179,5,183
180,5,184
181,5,185
182,5,186
183,5,187
184,5,188
185,5,189
186,5,190
187,5,191
188,5,192
189,5,193
190,5,194
191,5,195
192,5,196
193,5,197
194,5,198
195,5,199
196,5,200
197,5,201
198,5,202
199,5,203
200,5,204
201,5,205
202,5,206
203,5,207
204,5,208
205,5,209
206,5,210
207,4,211
208,4,212
209,4,213
210,4,214
211,4,215
212,4,216
213,4,217
214,4,218
215,4,219
216,4,220
217,4,221
218,4,222
219,4,223
220,4,224
221,4,225
222,4,226
223,4,227
224,4,228
225,4,229
226,4,230
227,4,231
228,4,232
229,4,233
230,4,234
231,4,235
232,4,236
233,4,237
234,4,238
235,4,239
236,4,240
237,6,241
237,7,242
238,6,243
239,6,244
240,6,245
241,6,246
242,6,247
243,6,248
244,7,249
244,6,250
245,6,251
246,6,252
247,6,253
248,6,254
249,6,255
250,6,256
251,6,257
252,6,258
253,6,259
254,6,260
255,6,261
256,6,262
257,6,263
258,6,264
259,6,265
260,6,266
261,6,267
262,6,268
263,6,269
264,6,270
265,7,271
265,6,272
266,6,273
267,7,274
268,7,275
269,7,276
270,7,277
271,7,278
272,7,279
273,7,280
274,7,281
275,7,282
276,7,283
277,7,284
278,7,285
279,7,286
280,7,287
281,7,288
282,7,289
283,7,290
284,7,291
285,7,292
286,7,293
287,7,294
288,7,295
289,7,296
290,7,297
291,7,298
292,7,299
293,7,300
